age,gender,size,coat,distance,spayed_neutered,house_trained,declawed,special_needs,shots_current,breed_primary,breed_secondary,breed_mixed,breed_unknown,color_primary,color_secondary,color_tertiary,goodwith_children,goodwith_dogs,goodwith_cats,hasimage,hasvideo,duration_as_adoptable,city,population
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Siamese,none,True,False,Seal Point,none,none,unknown,unknown,unknown,True,False,1.9617013888888888,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tortoiseshell,none,none,unknown,unknown,unknown,True,False,0.15385416666666665,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),White,none,unknown,unknown,True,True,False,53.21354166666666,Longview,36619.0
Baby,Female,Medium,Medium,1.6952,True,True,False,False,True,Domestic Medium Hair,none,True,False,Gray & White,none,none,True,unknown,True,True,False,7.899363425925926,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,66.32944444444446,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Torbie,none,none,True,True,True,True,False,33.41974537037037,Longview,36619.0
Baby,Male,Medium,Medium,1.6952,True,True,False,False,True,Domestic Medium Hair,none,True,False,Orange / Red,none,none,True,True,True,True,False,2.268981481481481,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Calico,White,none,unknown,unknown,unknown,True,False,17.500462962962967,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,True,unknown,True,True,False,38.57076388888889,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,21.204386574074075,Longview,36619.0
Young,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,8.371851851851853,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Buff / Tan / Fawn,none,none,True,unknown,True,True,False,4.167233796296296,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,False,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,19.163333333333334,Longview,36619.0
Baby,Female,Medium,Medium,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Tortoiseshell,White,none,True,unknown,True,True,False,2.2911342592592594,Longview,36619.0
Senior,Female,Medium,Medium,1.6952,True,True,True,False,True,Domestic Medium Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,False,True,True,False,65.27290509259261,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,1.1591898148148148,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Buff / Tan / Fawn),none,none,True,unknown,True,True,False,6.9987268518518535,Longview,36619.0
Young,Male,Medium,Short,0.0002,True,True,False,False,True,Domestic Short Hair,none,False,False,Orange & White,none,none,True,True,True,True,False,95.83296296296295,Longview,36619.0
Adult,Female,Medium,Short,0.0002,True,True,False,False,True,Dilute Calico,none,False,False,unknown,none,none,True,True,True,True,False,114.08462962962965,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,True,False,19.353738425925926,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,True,False,9.207881944444443,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tortoiseshell,none,none,unknown,unknown,unknown,True,False,61.34850694444446,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,unknown,True,False,45.028043981481474,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,4.375543981481481,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,True,False,75.36725694444445,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Torbie,White,none,True,unknown,True,True,False,5.271400462962963,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,22.221099537037038,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,True,False,9.212743055555556,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,True,False,11.475717592592591,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,12.3084375,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Medium Hair,none,True,False,Tabby (Brown / Chocolate),White,none,True,unknown,True,True,False,12.309016203703706,Longview,36619.0
Adult,Female,Medium,Medium,1.6952,True,False,False,False,True,Domestic Medium Hair,none,True,False,Calico,none,none,unknown,unknown,unknown,True,False,1.311261574074074,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,42.539386574074065,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,True,unknown,True,True,False,57.215636574074075,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,43.120543981481475,Longview,36619.0
Adult,Female,Medium,Medium,1.6952,True,True,False,False,True,Domestic Medium Hair,none,True,False,Black,none,none,True,unknown,True,True,False,24.497060185185184,Longview,36619.0
Adult,Male,Large,Short,2.3521,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,True,True,True,True,False,29.34814814814815,Kelso,11837.0
Adult,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,45.41152777777778,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,77.43071759259259,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,False,False,2.945173611111111,Longview,36619.0
Senior,Female,Medium,Long,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,140.39260416666667,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,22.32945601851852,Longview,36619.0
Baby,Female,Small,Short,2.3521,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,True,True,True,True,False,8.031805555555557,Kelso,11837.0
Baby,Female,Small,Short,2.3521,True,True,False,False,True,Domestic Short Hair,none,False,False,Black & White / Tuxedo,none,none,True,True,True,True,False,8.033958333333333,Kelso,11837.0
Baby,Female,Small,Short,2.3521,True,True,False,False,True,Domestic Short Hair,none,False,False,Gray / Blue / Silver,none,none,True,True,True,True,False,18.667013888888892,Kelso,11837.0
Baby,Female,Medium,Medium,1.6952,True,False,False,False,True,Domestic Medium Hair,none,True,False,Calico,none,none,unknown,unknown,unknown,False,False,0.04752314814814815,Longview,36619.0
Baby,Male,Medium,Medium,1.6952,True,False,False,False,True,Domestic Medium Hair,none,True,False,Tabby (Orange / Red),none,none,unknown,unknown,unknown,True,False,0.05486111111111111,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,True,False,2.1325,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),White,none,True,unknown,True,True,False,1.1383912037037036,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Gray / Blue / Silver),none,none,unknown,unknown,True,True,False,1.2026157407407407,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,White,none,none,unknown,unknown,True,False,False,1.2379976851851853,Longview,36619.0
Adult,Male,Large,Medium,1.6952,True,True,False,False,True,Ragdoll,none,True,False,Brown / Chocolate,Buff / Tan / Fawn,White,unknown,unknown,True,True,False,2.1298379629629633,Longview,36619.0
Baby,Male,Small,Short,2.3521,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,True,True,True,True,False,15.1125,Kelso,11837.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Calico,none,none,unknown,unknown,True,False,False,4.196724537037037,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Calico,none,none,unknown,unknown,unknown,False,False,0.3681712962962963,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tortoiseshell,none,none,True,unknown,True,False,False,0.8623726851851852,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Gray / Blue / Silver),none,none,unknown,unknown,unknown,True,False,0.4003240740740741,Longview,36619.0
Young,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,4.108240740740741,Longview,36619.0
Young,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,4.109120370370372,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Medium Hair,none,True,False,Calico,none,none,True,unknown,True,True,False,1.3828819444444445,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Siamese,none,True,False,unknown,none,none,unknown,unknown,unknown,True,False,0.523912037037037,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,True,unknown,True,True,False,21.194270833333334,Longview,36619.0
Baby,Female,Small,Short,2.3521,True,True,False,False,True,Dilute Tortoiseshell,none,False,False,Dilute Tortoiseshell,none,none,True,True,True,True,False,170.94096064814815,Kelso,11837.0
Baby,Female,Small,Short,2.3521,True,True,False,False,True,Tortoiseshell,none,False,False,Tortoiseshell,none,none,True,True,True,True,True,38.16412037037037,Kelso,11837.0
Baby,Female,Small,Short,2.3521,True,True,False,False,True,Tortoiseshell,none,False,False,Tortoiseshell,none,none,True,True,True,True,True,65.64108796296296,Kelso,11837.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),none,none,unknown,unknown,unknown,True,False,14.986840277777777,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,0.2829050925925926,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Orange / Red,none,none,unknown,unknown,unknown,False,False,0.1683449074074074,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Gray / Blue / Silver,none,none,unknown,unknown,unknown,False,False,4.34505787037037,Longview,36619.0
Young,Female,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tortoiseshell,none,none,unknown,unknown,unknown,False,False,4.347199074074074,Longview,36619.0
Baby,Male,Medium,Medium,1.6952,True,True,False,False,True,Domestic Medium Hair,none,True,False,Black,none,none,True,unknown,True,True,False,1.3493055555555555,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tortoiseshell,none,none,unknown,unknown,True,True,False,5.257847222222222,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,False,False,False,True,Siamese,none,True,False,Seal Point,none,none,unknown,unknown,unknown,False,False,4.3505671296296295,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,True,unknown,True,True,False,57.08118055555556,Longview,36619.0
Young,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),White,none,True,unknown,True,True,False,1.3551388888888893,Longview,36619.0
Baby,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Gray / Blue / Silver),White,none,True,unknown,True,True,False,3.456423611111111,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Gray / Blue / Silver),White,none,unknown,unknown,unknown,False,False,6.944201388888889,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,1.3704050925925926,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,False,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,unknown,unknown,unknown,False,False,4.37,Longview,36619.0
Senior,Male,Medium,Long,1.6952,True,True,False,False,True,Domestic Long Hair,none,True,False,Tabby (Orange / Red),none,none,True,True,True,True,False,108.30372685185185,Longview,36619.0
Adult,Female,Large,Long,0.0002,True,True,False,False,True,Domestic Long Hair,Tabby,True,False,unknown,none,none,True,True,True,True,False,77.4078587962963,Longview,36619.0
Young,Male,Large,unknown,0.0002,True,True,False,False,True,Domestic Short Hair,Tuxedo,True,False,Black & White / Tuxedo,none,none,True,unknown,True,True,False,210.4127083333333,Longview,36619.0
Adult,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,True,True,False,16.498761574074074,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tortoiseshell,none,none,unknown,unknown,unknown,True,False,5.890335648148147,Longview,36619.0
Baby,Male,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Orange / Red),White,none,True,unknown,True,True,False,7.054490740740741,Longview,36619.0
Adult,Female,Medium,Short,1.6952,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,True,True,True,True,False,135.89091435185185,Longview,36619.0
